"","x","y","part.a","part.b","dist","soil","ffreq"
"217",180980,333060,1,0,0.184614,"1","2"
"218",181020,333060,1,0,0.211843,"1","2"
"219",181060,333060,1,0,0.244466,"1","1"
"220",181100,333060,1,0,0.271622,"1","1"
"221",181140,333060,1,0,0.298832,"2","1"
"222",181180,333060,1,0,0.331446,"2","1"
"223",181220,333060,1,0,0.358606,"2","1"
"224",181260,333060,1,0,0.385807,"2","3"
"225",181300,333060,1,0,0.407552,"2","3"
"226",181340,333060,1,0,0.440159,"2","1"
"227",181380,333060,1,0,0.467322,"2","2"
"228",181420,333060,1,0,0.494517,"2","2"
"229",181460,333060,1,0,0.516261,"2","2"
"230",181500,333060,1,0,0.532553,"2","2"
"231",180700,333020,1,0,0,"1","1"
"232",180740,333020,1,0,0.0264645,"1","1"
"233",180780,333020,1,0,0.0537889,"1","2"
"234",180820,333020,1,0,0.081222,"1","2"
"235",180860,333020,1,0,0.103029,"1","2"
"236",180900,333020,1,0,0.141075,"1","2"
"237",180940,333020,1,0,0.168333,"1","2"
"238",180980,333020,1,0,0.200968,"1","2"
"239",181020,333020,1,0,0.228123,"1","2"
"240",181060,333020,1,0,0.255341,"1","1"
"241",181100,333020,1,0,0.287957,"1","1"
"242",181140,333020,1,0,0.315116,"2","1"
"243",181180,333020,1,0,0.342321,"2","1"
"244",181220,333020,1,0,0.374932,"2","1"
"245",181260,333020,1,0,0.402094,"2","3"
"246",181300,333020,1,0,0.429292,"2","3"
"247",181340,333020,1,0,0.451037,"2","1"
"248",181380,333020,1,0,0.483642,"2","2"
"249",181420,333020,1,0,0.510806,"2","2"
"250",181460,333020,1,0,0.537999,"2","2"
"251",180660,332980,1,0,0,"1","1"
"252",180700,332980,1,0,0.0122243,"1","1"
"253",180740,332980,1,0,0.0373395,"1","2"
"254",180780,332980,1,0,0.0703468,"1","2"
"255",180820,332980,1,0,0.0975136,"1","2"
"256",180860,332980,1,0,0.124808,"1","2"
"257",180900,332980,1,0,0.146578,"1","2"
"258",180940,332980,1,0,0.184603,"1","2"
"259",180980,332980,1,0,0.211841,"1","2"
"260",181020,332980,1,0,0.244466,"1","2"
"261",181060,332980,1,0,0.271622,"1","2"
"262",181100,332980,1,0,0.298832,"2","2"
"263",181140,332980,1,0,0.331446,"2","1"
"264",181180,332980,1,0,0.358606,"2","1"
"265",181220,332980,1,0,0.385807,"2","3"
"266",181260,332980,1,0,0.418417,"2","3"
"267",181300,332980,1,0,0.44558,"2","3"
"268",181340,332980,1,0,0.472776,"2","1"
"269",181380,332980,1,0,0.49452,"2","2"
"270",181420,332980,1,0,0.527124,"2","2"
"271",181460,332980,1,0,0.543478,"2","2"
"272",180660,332940,1,0,0,"1","1"
"273",180700,332940,1,0,0.0316606,"1","1"
"274",180740,332940,1,0,0.059361,"1","2"
"275",180780,332940,1,0,0.0812247,"1","2"
"276",180820,332940,1,0,0.113932,"1","2"
"277",180860,332940,1,0,0.141086,"1","2"
"278",180900,332940,1,0,0.168336,"1","2"
"279",180940,332940,1,0,0.190094,"1","2"
"280",180980,332940,1,0,0.228112,"1","2"
"281",181020,332940,1,0,0.255338,"1","2"
"282",181060,332940,1,0,0.287957,"1","2"
"283",181100,332940,1,0,0.315116,"2","2"
"284",181140,332940,1,0,0.342321,"2","2"
"285",181180,332940,1,0,0.374932,"2","2"
"286",181220,332940,1,0,0.402094,"2","3"
"287",181260,332940,1,0,0.429292,"2","3"
"288",181300,332940,1,0,0.4619,"2","3"
"289",181340,332940,1,0,0.489064,"2","1"
"290",181380,332940,1,0,0.516258,"2","2"
"291",181420,332940,1,0,0.538002,"2","2"
"292",180620,332900,1,0,0,"1","1"
"293",180660,332900,1,0,0.0054321,"1","1"
"294",180700,332900,1,0,0.0373369,"1","2"
"295",180740,332900,1,0,0.0756759,"1","2"
"296",180780,332900,1,0,0.103024,"1","2"
"297",180820,332900,1,0,0.12481,"1","2"
"298",180860,332900,1,0,0.157461,"1","2"
"299",180900,332900,1,0,0.184614,"1","3"
"300",180940,332900,1,0,0.211843,"1","3"
"301",180980,332900,1,0,0.233596,"1","3"
"302",181020,332900,1,0,0.271611,"1","3"
"303",181060,332900,1,0,0.29883,"2","2"
"304",181100,332900,1,0,0.331446,"2","2"
"305",181140,332900,1,0,0.358606,"2","1"
"306",181180,332900,1,0,0.385807,"2","3"
"307",181220,332900,1,0,0.418417,"2","3"
"308",181260,332900,1,0,0.44558,"2","3"
"309",181300,332900,1,0,0.472776,"2","3"
"310",181340,332900,1,0,0.505383,"2","3"
"311",181380,332900,1,0,0.532548,"2","3"
"312",181420,332900,1,0,0.554289,"2","2"
"313",180620,332860,1,0,0,"1","1"
"314",180660,332860,1,0,0.0264645,"1","1"
"315",180700,332860,1,0,0.0537889,"1","2"
"316",180740,332860,1,0,0.081222,"1","2"
"317",180780,332860,1,0,0.119297,"1","2"
"318",180820,332860,1,0,0.146573,"1","2"
"319",180860,332860,1,0,0.168339,"1","2"
"320",180900,332860,1,0,0.200968,"1","3"
"321",180940,332860,1,0,0.228123,"1","3"
"322",180980,332860,1,0,0.255341,"1","3"
"323",181020,332860,1,0,0.27709,"1","3"
"324",181060,332860,1,0,0.315105,"2","3"
"325",181100,332860,1,0,0.342318,"2","2"
"326",181140,332860,1,0,0.374932,"2","1"
"327",181180,332860,1,0,0.402094,"2","3"
"328",181220,332860,1,0,0.429292,"2","3"
"329",181260,332860,1,0,0.4619,"2","3"
"330",181300,332860,1,0,0.489064,"2","3"
"331",181340,332860,1,0,0.516258,"2","3"
"332",181380,332860,1,0,0.548865,"2","3"
"333",180620,332820,1,0,0.00135803,"1","1"
"334",180660,332820,1,0,0.0316663,"1","2"
"335",180700,332820,1,0,0.0703387,"1","2"
"336",180740,332820,1,0,0.0975136,"1","2"
"337",180780,332820,1,0,0.124808,"1","2"
"338",180820,332820,1,0,0.162842,"1","2"
"339",180860,332820,1,0,0.190089,"1","2"
"340",180900,332820,1,0,0.211846,"1","2"
"341",180940,332820,1,0,0.244466,"1","2"
"342",180980,332820,1,0,0.271622,"1","2"
"343",181020,332820,1,0,0.298832,"2","1"
"344",181060,332820,1,0,0.32058,"2","3"
"345",181100,332820,1,0,0.358595,"2","3"
"346",181140,332820,1,0,0.385804,"2","3"
"347",181180,332820,1,0,0.418417,"2","1"
"348",181220,332820,1,0,0.44558,"2","3"
"349",181260,332820,1,0,0.472776,"2","3"
"350",181300,332820,1,0,0.505383,"2","3"
"351",181340,332820,1,0,0.532548,"2","3"
"352",181380,332820,1,0,0.554289,"2","2"
"353",180580,332780,1,0,0,"1","1"
"354",180620,332780,1,0,0.0054321,"1","1"
"355",180660,332780,1,0,0.0484831,"1","2"
"356",180700,332780,1,0,0.0756869,"1","1"
"357",180740,332780,1,0,0.113924,"1","2"
"358",180780,332780,1,0,0.141086,"1","2"
"359",180820,332780,1,0,0.168336,"2","2"
"360",180860,332780,1,0,0.206359,"2","2"
"361",180900,332780,1,0,0.23359,"2","1"
"362",180940,332780,1,0,0.255343,"2","1"
"363",180980,332780,1,0,0.287957,"2","1"
"364",181020,332780,1,0,0.315116,"2","1"
"365",181060,332780,1,0,0.342321,"2","3"
"366",181100,332780,1,0,0.364067,"2","3"
"367",181140,332780,1,0,0.402083,"2","3"
"368",181180,332780,1,0,0.429289,"2","1"
"369",181220,332780,1,0,0.4619,"2","3"
"370",181260,332780,1,0,0.489064,"2","3"
"371",181300,332780,1,0,0.516258,"2","3"
"372",181340,332780,1,0,0.548865,"2","3"
"373",180580,332740,1,0,0,"1","2"
"374",180620,332740,1,0,0.0264645,"1","1"
"375",180660,332740,1,0,0.0537889,"1","1"
"376",180700,332740,1,0,0.0921435,"1","1"
"377",180740,332740,1,0,0.119308,"1","2"
"378",180780,332740,1,0,0.157453,"1","2"
"379",180820,332740,1,0,0.184614,"1","2"
"380",180860,332740,1,0,0.211843,"2","1"
"381",180900,332740,1,0,0.249863,"2","1"
"382",180940,332740,1,0,0.277084,"2","1"
"383",180980,332740,1,0,0.298835,"2","1"
"384",181020,332740,1,0,0.331446,"2","3"
"385",181060,332740,1,0,0.358606,"2","3"
"386",181100,332740,1,0,0.385807,"2","3"
"387",181140,332740,1,0,0.407552,"2","3"
"388",181180,332740,1,0,0.445569,"2","1"
"389",181220,332740,1,0,0.472773,"2","3"
"390",181260,332740,1,0,0.505383,"2","3"
"391",181300,332740,1,0,0.532548,"2","3"
"392",181340,332740,1,0,0.554289,"2","2"
"393",180540,332700,1,0,0,"1","1"
"394",180580,332700,1,0,0.0054321,"1","1"
"395",180620,332700,1,0,0.0373369,"1","1"
"396",180660,332700,1,0,0.0703468,"1","1"
"397",180700,332700,1,0,0.0975136,"1","1"
"398",180740,332700,1,0,0.135692,"1","1"
"399",180780,332700,1,0,0.162853,"1","1"
"400",180820,332700,1,0,0.20096,"1","1"
"401",180860,332700,1,0,0.228123,"2","1"
"402",180900,332700,1,0,0.255341,"2","2"
"403",180940,332700,1,0,0.293359,"2","1"
"404",180980,332700,1,0,0.320574,"2","1"
"405",181020,332700,1,0,0.342324,"2","3"
"406",181060,332700,1,0,0.374932,"2","3"
"407",181100,332700,1,0,0.402094,"2","3"
"408",181140,332700,1,0,0.429292,"2","3"
"409",181180,332700,1,0,0.451037,"2","1"
"410",181220,332700,1,0,0.489053,"2","3"
"411",181260,332700,1,0,0.516255,"2","3"
"412",181300,332700,1,0,0.548865,"2","2"
"413",180540,332660,1,0,0,"1","1"
"414",180580,332660,1,0,0.0264645,"1","1"
"415",180620,332660,1,0,0.0537889,"1","1"
"416",180660,332660,1,0,0.081222,"1","1"
"417",180700,332660,1,0,0.113932,"1","1"
"418",180740,332660,1,0,0.141086,"1","1"
"419",180780,332660,1,0,0.179208,"1","1"
"420",180820,332660,1,0,0.20637,"1","1"
"421",180860,332660,1,0,0.244457,"2","1"
"422",180900,332660,1,0,0.271622,"2","2"
"423",180940,332660,1,0,0.298832,"2","1"
"424",180980,332660,1,0,0.336851,"2","1"
"425",181020,332660,1,0,0.364062,"2","3"
"426",181060,332660,1,0,0.38581,"2","3"
"427",181100,332660,1,0,0.418417,"2","3"
"428",181140,332660,1,0,0.44558,"2","3"
"429",181180,332660,1,0,0.472776,"2","1"
"430",181220,332660,1,0,0.49452,"2","3"
"431",181260,332660,1,0,0.532537,"2","3"
"432",181300,332660,1,0,0.554284,"2","2"
"433",180500,332620,1,0,0,"1","1"
"434",180540,332620,1,0,0.0122243,"1","1"
"435",180580,332620,1,0,0.0373395,"1","1"
"436",180620,332620,1,0,0.0703468,"1","1"
"437",180660,332620,1,0,0.0975136,"1","1"
"438",180700,332620,1,0,0.124808,"1","2"
"439",180740,332620,1,0,0.157461,"1","2"
"440",180780,332620,1,0,0.184614,"1","2"
"441",180820,332620,1,0,0.22271,"1","2"
"442",180860,332620,1,0,0.249874,"2","2"
"443",180900,332620,1,0,0.287949,"2","3"
"444",180940,332620,1,0,0.315116,"2","3"
"445",180980,332620,1,0,0.342321,"2","3"
"446",181020,332620,1,0,0.380339,"2","3"
"447",181060,332620,1,0,0.407547,"2","3"
"448",181100,332620,1,0,0.429295,"2","3"
"449",181140,332620,1,0,0.4619,"2","1"
"450",181180,332620,1,0,0.489064,"2","3"
"451",181220,332620,1,0,0.516258,"2","3"
"452",181260,332620,1,0,0.538002,"2","3"
"453",180460,332580,1,0,0,"1","1"
"454",180500,332580,1,0,0.00135803,"1","1"
"455",180540,332580,1,0,0.0316663,"1","2"
"456",180580,332580,1,0,0.0593636,"1","1"
"457",180620,332580,1,0,0.0812247,"1","1"
"458",180660,332580,1,0,0.113932,"1","1"
"459",180700,332580,1,0,0.141086,"1","2"
"460",180740,332580,1,0,0.168336,"1","2"
"461",180780,332580,1,0,0.200968,"1","2"
"462",180820,332580,1,0,0.228123,"2","2"
"463",180860,332580,1,0,0.266204,"2","2"
"464",180900,332580,1,0,0.29337,"2","3"
"465",180940,332580,1,0,0.331438,"2","3"
"466",180980,332580,1,0,0.358606,"2","3"
"467",181020,332580,1,0,0.385807,"2","3"
"468",181060,332580,1,0,0.423826,"2","3"
"469",181100,332580,1,0,0.451031,"2","3"
"470",181140,332580,1,0,0.472778,"2","1"
"471",181180,332580,1,0,0.505383,"2","3"
"472",181220,332580,1,0,0.532548,"2","3"
"473",181260,332580,1,0,0.554289,"2","3"
"474",180420,332540,1,0,0,"1","1"
"475",180460,332540,1,0,0.00135803,"1","1"
"476",180500,332540,1,0,0.0264697,"1","1"
"477",180540,332540,1,0,0.0484965,"1","1"
"478",180580,332540,1,0,0.0756869,"1","1"
"479",180620,332540,1,0,0.103027,"1","1"
"480",180660,332540,1,0,0.12481,"2","2"
"481",180700,332540,1,0,0.157461,"2","2"
"482",180740,332540,1,0,0.184614,"2","2"
"483",180780,332540,1,0,0.211843,"2","2"
"484",180820,332540,1,0,0.244466,"2","2"
"485",180860,332540,1,0,0.271622,"2","2"
"486",180900,332540,1,0,0.309694,"2","3"
"487",180940,332540,1,0,0.336861,"2","3"
"488",180980,332540,1,0,0.374924,"2","3"
"489",181020,332540,1,0,0.402094,"2","1"
"490",181060,332540,1,0,0.429292,"2","1"
"491",181100,332540,1,0,0.467311,"2","3"
"492",181140,332540,1,0,0.494514,"2","3"
"493",181180,332540,1,0,0.516261,"2","3"
"494",181220,332540,1,0,0.548865,"2","3"
"495",180380,332500,1,0,0,"1","1"
"496",180420,332500,1,0,0.00135803,"1","1"
"497",180460,332500,1,0,0.0264697,"1","1"
"498",180500,332500,1,0,0.0484965,"1","1"
"499",180540,332500,1,0,0.070355,"1","1"
"500",180580,332500,1,0,0.0921598,"1","1"
"501",180620,332500,1,0,0.119308,"2","1"
"502",180660,332500,1,0,0.146576,"2","2"
"503",180700,332500,1,0,0.168339,"2","2"
"504",180740,332500,1,0,0.200968,"2","2"
"505",180780,332500,1,0,0.228123,"2","2"
"506",180820,332500,1,0,0.255341,"2","2"
"507",180860,332500,1,0,0.287957,"2","2"
"508",180900,332500,1,0,0.315116,"2","3"
"509",180940,332500,1,0,0.353181,"2","1"
"510",180980,332500,1,0,0.38035,"2","1"
"511",181020,332500,1,0,0.418409,"2","1"
"512",181060,332500,1,0,0.44558,"2","3"
"513",181100,332500,1,0,0.472776,"2","3"
"514",181140,332500,1,0,0.510795,"2","3"
"515",181180,332500,1,0,0.537997,"2","3"
"516",181220,332500,1,0,0.554295,"2","3"
"517",180340,332460,1,0,0,"1","1"
"518",180380,332460,1,0,0.00135803,"1","1"
"519",180420,332460,1,0,0.0264697,"1","1"
"520",180460,332460,1,0,0.0484965,"1","1"
"521",180500,332460,1,0,0.070355,"1","1"
"522",180540,332460,1,0,0.0921598,"1","1"
"523",180580,332460,1,0,0.113941,"2","1"
"524",180620,332460,1,0,0.135709,"2","1"
"525",180660,332460,1,0,0.162853,"2","2"
"526",180700,332460,1,0,0.190091,"2","2"
"527",180740,332460,1,0,0.211846,"2","2"
"528",180780,332460,1,0,0.244466,"2","2"
"529",180820,332460,1,0,0.271622,"2","2"
"530",180860,332460,1,0,0.298832,"2","1"
"531",180900,332460,1,0,0.331446,"2","3"
"532",180940,332460,1,0,0.358606,"2","3"
"533",180980,332460,1,0,0.396666,"2","3"
"534",181020,332460,1,0,0.423837,"2","3"
"535",181060,332460,1,0,0.461892,"2","3"
"536",181100,332460,1,0,0.489064,"2","3"
"537",181140,332460,1,0,0.516258,"2","3"
"538",181180,332460,1,0,0.554278,"2","3"
"539",180300,332420,1,0,0,"1","1"
"540",180340,332420,1,0,0.00135803,"1","1"
"541",180380,332420,1,0,0.0264697,"1","1"
"542",180420,332420,1,0,0.0484965,"1","1"
"543",180460,332420,1,0,0.070355,"1","1"
"544",180500,332420,1,0,0.0921598,"2","1"
"545",180540,332420,1,0,0.113941,"2","1"
"546",180580,332420,1,0,0.135709,"2","1"
"547",180620,332420,1,0,0.157469,"2","1"
"548",180660,332420,1,0,0.179224,"2","2"
"549",180700,332420,1,0,0.20637,"2","2"
"550",180740,332420,1,0,0.233593,"2","2"
"551",180780,332420,1,0,0.255343,"2","2"
"552",180820,332420,1,0,0.287957,"2","1"
"553",180860,332420,1,0,0.315116,"2","2"
"554",180900,332420,1,0,0.342321,"2","3"
"555",180940,332420,1,0,0.374932,"2","1"
"556",180980,332420,1,0,0.402094,"2","3"
"557",181020,332420,1,0,0.44015,"2","3"
"558",181060,332420,1,0,0.467322,"2","3"
"559",181100,332420,1,0,0.505375,"2","3"
"560",181140,332420,1,0,0.532548,"2","3"
"561",181180,332420,1,0,0.554289,"2","3"
"562",180260,332380,1,0,0,"1","1"
"563",180300,332380,1,0,0.0054321,"1","1"
"564",180340,332380,1,0,0.0264697,"1","1"
"565",180380,332380,1,0,0.0484965,"2","1"
"566",180420,332380,1,0,0.070355,"2","1"
"567",180460,332380,1,0,0.0921598,"2","1"
"568",180500,332380,1,0,0.113941,"2","1"
"569",180540,332380,1,0,0.135709,"2","1"
"570",180580,332380,1,0,0.157469,"2","2"
"571",180620,332380,1,0,0.179224,"2","2"
"572",180660,332380,1,0,0.200976,"2","2"
"573",180700,332380,1,0,0.222726,"2","2"
"574",180740,332380,1,0,0.249874,"2","2"
"575",180780,332380,1,0,0.277087,"2","1"
"576",180820,332380,1,0,0.298835,"2","2"
"577",180860,332380,1,0,0.331446,"2","2"
"578",180900,332380,1,0,0.358606,"2","3"
"579",180940,332380,1,0,0.385807,"2","3"
"580",180980,332380,1,0,0.418417,"2","3"
